선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도,Team,days,출신초등학교
한재환,No.35,2001년 10월 19일,내야수(우투우타),177cm/89kg,기장대청초(기장리틀)-대신중-개성고,4000만원,3000만원,20 NC 2차 8라운드 71순위,24NC,NC 다이노스,8847,기장대청초
홍유원,No.132,2005년 05월 17일,투수(우투우타),188cm/96kg,울산대현초-포항중-대구고,7000만원,3000만원,24 NC 4라운드 35순위,24NC,NC 다이노스,7541,울산대현초
홍재문,No.96,2004년 07월 09일,투수(우투우타),183cm/95kg,청주우암초-청주중-청주고-동의과학대,8000만원,3000만원,25 NC 4라운드 37순위,25NC,NC 다이노스,7853,청주우암초
강동형,No.104,1999년 12월 07일,외야수(우투좌타),186cm/86kg,용인초(구리리틀)-마산중-배명고-경성대,4000만원,3000만원,22 두산 2차 7라운드 69순위,,두산 베어스,9529,용인초
강승호,No.23,1994년 02월 09일,내야수(우투우타),178cm/88kg,순천북초-천안북중-북일고-LG-경찰-LG-SK,20000만원,37000만원,13 LG 1라운드 3순위,13LG,두산 베어스,11656,순천북초
강현구,No.60,2002년 06월 16일,외야수(우투우타),186cm/98kg,서울도림초(인천남동구리틀)-동산중-인천고,7000만원,3000만원,21 두산 2차 3라운드 30순위,21두산,두산 베어스,8607,서울도림초
곽빈,No.47,1999년 05월 28일,투수(우투우타),187cm/95kg,서울학동초-자양중-배명고,30000만원,38000만원,18 두산 1차,18두산,두산 베어스,9722,서울학동초
권휘,No.18,2000년 12월 07일,투수(우투우타),181cm/87kg,대림초-강남중-덕수고,,3700만원,20 두산 육성선수,20두산,두산 베어스,9163,대림초
김기연,No.45,1997년 09월 07일,포수(우투우타),178cm/106kg,광주수창초-진흥중-진흥고-LG,7000만원,11000만원,16 LG 2차 4라운드 34순위,17LG,두산 베어스,10350,광주수창초
김대한,No.27,2000년 12월 06일,외야수(우투우타),185cm/83kg,숭인초(강북구리틀)-덕수중-휘문고,35000만원,4200만원,19 두산 1차,19두산,두산 베어스,9164,숭인초
김도윤,No.66,2002년 06월 28일,투수(우투좌타),181cm/83kg,신도초(계룡시리틀)-현도중-청주고,6000만원,3100만원,21 두산 2차 4라운드 40순위,21두산,두산 베어스,8595,신도초
김동준,No.48,2002년 09월 04일,내야수(좌투좌타),193cm/100kg,군산신풍초-군산중-군산상고,13000만원,3000만원,22 두산 2차 1라운드 9순위,22두산,두산 베어스,8527,군산신풍초
김명신,No.46,1993년 11월 29일,투수(우투우타),178cm/90kg,남도초-대구중-경북고-경성대,10000만원,16500만원,17 두산 2차 2라운드 20순위,17두산,두산 베어스,11728,남도초
김무빈,No.64,2005년 04월 11일,투수(좌투좌타),181cm/85kg,역삼초-대치중-신일고,5000만원,3000만원,24 두산 7라운드 62순위,25두산,두산 베어스,7577,역삼초
김민규,No.19,1999년 05월 07일,투수(우투좌타),183cm/90kg,장평초(광진구리틀)-잠신중-휘문고-두산-상무,8000만원,4200만원,18 두산 2차 3라운드 30순위,18두산,두산 베어스,9743,장평초
김민석,No.2,2004년 05월 09일,외야수(우투좌타),185cm/83kg,신도초-휘문중-휘문고-롯데,25000만원,7500만원,23 롯데 1라운드 3순위,23롯데,두산 베어스,7914,신도초
김민혁,No.10,1996년 05월 03일,내야수(우투우타),188cm/100kg,광주대성초-광주동성중-광주동성고,10000만원,3420만원,15 두산 2차 2라운드 16순위,17두산,두산 베어스,10842,광주대성초
김민호,No.124,2002년 02월 08일,내야수(우투우타),180cm/76kg,화곡초-선린중-성남고-한양대,,3000만원,25 두산 육성선수,,두산 베어스,8735,화곡초
김성재,No.116,2006년 05월 16일,포수(우투우타),182cm/98kg,온곡초(남양주야놀유소년)-청원중-선린인터넷고,4000만원,3000만원,25 두산 8라운드 76순위,,두산 베어스,7177,온곡초
김유성,No.20,2002년 01월 01일,투수(우투우타),190cm/98kg,김해삼성초-내동중-김해고-고려대(얼리 드래프트),15000만원,3300만원,23 두산 2라운드 19순위,23두산,두산 베어스,8773,김해삼성초
김인태,No.33,1994년 07월 03일,외야수(좌투좌타),178cm/78kg,포항제철서초-천안북중-북일고-두산-경찰,20000만원,7200만원,13 두산 1라운드 4순위,13두산,두산 베어스,11512,포항제철서초
김재환,No.32,1988년 09월 22일,외야수(우투좌타),183cm/90kg,영랑초-상인천중-인천고-두산-상무,15000만원,100000만원,08 두산 2차 1라운드 4순위,08두산,두산 베어스,13622,영랑초
김정우,No.30,1999년 05월 15일,투수(우투우타),183cm/87kg,소래초-동산중-동산고-SK-상무-SSG,16000만원,3000만원,18 SK 1차,18SK,두산 베어스,9735,소래초
김준상,No.125,2004년 08월 02일,내야수(우투좌타),184cm/75kg,부천상일초(부천원미리틀)-모가중-유신고-동의과학대,,3000만원,25 두산 육성선수,,두산 베어스,7829,부천상일초
김지윤,No.122,2004년 01월 13일,투수(우투우타),183cm/84kg,서흥초-인천신흥중-인천고-여주대,,3000만원,25 두산 육성선수,,두산 베어스,8031,서흥초
김태완,No.112,2005년 03월 29일,투수(우투우타),184cm/87kg,문창초(금천구리틀)-강남중-선린인터넷고,3000만원,3000만원,24 두산 9라운드 82순위,,두산 베어스,7590,문창초
김택연,No.63,2005년 06월 03일,투수(우투우타),181cm/88kg,동막초-상인천중-인천고,35000만원,14000만원,24 두산 1라운드 2순위,24두산,두산 베어스,7524,동막초
김한중,No.121,2004년 11월 03일,투수(우투우타),183cm/89kg,고명초-덕수중-경기상고-여주대,,3000만원,25 두산 육성선수,,두산 베어스,7736,고명초
김호준,No.56,1998년 05월 17일,투수(좌투좌타),180cm/82kg,원주일산초-성남성일중-안산공고,,3300만원,18 두산 육성선수,19두산,두산 베어스,10098,원주일산초
남호,No.102,2000년 07월 20일,투수(좌투좌타),185cm/86kg,연천초-수원북중-유신고-LG,6000만원,3500만원,19 LG 2차 5라운드 45순위,20LG,두산 베어스,9303,연천초
류현준,No.11,2005년 03월 25일,포수(우투우타),182cm/92kg,문정초(송파구리틀)-배재중-장충고,3000만원,3100만원,24 두산 10라운드 92순위,24두산,두산 베어스,7594,문정초
박계범,No.14,1996년 01월 11일,내야수(우투우타),177cm/84kg,순천북초-순천이수중-효천고-삼성-상무-삼성,11000만원,6800만원,14 삼성 2차 2라운드 17순위,14삼성,두산 베어스,10955,순천북초
박민제,No.123,2003년 10월 20일,투수(우투우타),190cm/98kg,무거초-원동중-대구상원고-동원과학기술대,,3000만원,25 두산 육성선수,,두산 베어스,8116,무거초
박민준,No.26,2002년 10월 21일,포수(우투우타),183cm/95kg,아라초-마산동중-용마고-동강대,4000만원,3100만원,23 두산 8라운드 79순위,24두산,두산 베어스,8480,아라초
박성재,No.15,2002년 11월 18일,포수(우투우타),186cm/98kg,가산초-개성중-부산고-두산-상무,3000만원,3100만원,21 두산 2차 8라운드 80순위,21두산,두산 베어스,8452,가산초
박신지,No.49,1999년 07월 16일,투수(우투우타),185cm/75kg,목암초(의정부리틀)-영동중-경기고-두산-상무,14000만원,3200만원,18 두산 2차 1라운드 10순위,18두산,두산 베어스,9673,목암초
박연준,No.120,2000년 07월 05일,투수(우투우타),184cm/94kg,석교초-세광중-세광고-강릉영동대,,3000만원,25 두산 육성선수,,두산 베어스,9318,석교초
박웅,No.106,1997년 11월 12일,투수(우투우타),192cm/103kg,북정초-원동중-경남고-강릉영동대,,3300만원,20 두산 육성선수,21두산,두산 베어스,10284,북정초
박정수,No.12,1996년 01월 29일,투수(우언좌타),178cm/74kg,서울청구초-서울이수중-야탑고-KIA-경찰-KIA-NC,5000만원,5200만원,15 KIA 2차 7라운드 65순위,15KIA,두산 베어스,10937,서울청구초
박준순,No.52,2006년 07월 13일,내야수(우투우타),180cm/80kg,배봉초(동대문구리틀)-청량중-덕수고,26000만원,3000만원,25 두산 1라운드 6순위,25두산,두산 베어스,7119,배봉초
박준영,No.16,1997년 08월 05일,내야수(우투우타),180cm/90kg,서울도곡초(남양주리틀)-잠신중-경기고-NC,20000만원,8500만원,16 NC 1차,16NC,두산 베어스,10383,서울도곡초
박지호,No.4,2003년 07월 02일,투수(좌투좌타),181cm/99kg,부성초(천안유소년리틀)-모가중-장안고-동강대,6000만원,3100만원,24 두산 5라운드 42순위,24두산,두산 베어스,8226,부성초
박지훈,No.37,2000년 09월 07일,내야수(우투우타),183cm/80kg,김해삼성초-경남중-마산고,6000만원,3240만원,20 두산 2차 5라운드 49순위,20두산,두산 베어스,9254,김해삼성초
박치국,No.1,1998년 03월 10일,투수(우언우타),177cm/78kg,인천숭의초-인천신흥중-제물포고,14000만원,11000만원,17 두산 2차 1라운드 10순위,17두산,두산 베어스,10166,인천숭의초
손율기,No.110,2005년 06월 11일,외야수(우투좌타),180cm/100kg,양덕초-마산동중-용마고,3000만원,3000만원,24 두산 8라운드 72순위,,두산 베어스,7516,양덕초
신민철,No.127,2003년 01월 13일,내야수(우투우타),185cm/90kg,가동초-휘문중-휘문고,8000만원,3000만원,22 두산 2차 3라운드 29순위,22두산,두산 베어스,8396,가동초
양석환,No.53,1991년 07월 15일,내야수(우투우타),185cm/90kg,백운초-신일중-신일고-동국대-LG-상무-LG,9000만원,30000만원,14 LG 2차 3라운드 28순위,14LG,두산 베어스,12596,백운초
양의지,No.25,1987년 06월 05일,포수(우투우타),180cm/95kg,송정동초-무등중-진흥고-두산-경찰-두산-NC,3000만원,160000만원,06 두산 2차 8라운드 59순위,06두산,두산 베어스,14097,송정동초
양재훈,No.115,2003년 05월 01일,투수(우투우타),186cm/89kg,부산수영초-사직중-개성고-동의과학대,5000만원,3000만원,25 두산 7라운드 66순위,,두산 베어스,8288,부산수영초
양현진,No.100,2002년 01월 03일,외야수(우투우타),191cm/86kg,길주초(안동시리틀)-포항중-영문고,3000만원,3000만원,21 두산 2차 10라운드 100순위,,두산 베어스,8771,길주초
여동건,No.5,2005년 08월 04일,내야수(우투우타),175cm/75kg,가동초-자양중-서울고,15000만원,3300만원,24 두산 2라운드 12순위,24두산,두산 베어스,7462,가동초
연서준,No.118,2006년 04월 13일,투수(좌투좌타),185cm/88kg,구리초-구리인창중-비봉고,3000만원,3000만원,25 두산 10라운드 96순위,,두산 베어스,7210,구리초
오명진,No.6,2001년 09월 04일,내야수(우투좌타),179cm/79kg,대전신흥초-한밭중-세광고,5000만원,3100만원,20 두산 2차 6라운드 59순위,20두산,두산 베어스,8892,대전신흥초
윤태호,No.65,2003년 10월 10일,투수(우투우타),190cm/88kg,상인천초-동인천중-인천고,6000만원,3000만원,22 두산 2차 5라운드 49순위,22두산,두산 베어스,8126,상인천초
이교훈,No.7,2000년 05월 29일,투수(좌투좌타),181cm/83kg,구리초(남양주리틀)-청원중-서울고,8000만원,3800만원,19 두산 2차 3라운드 29순위,19두산,두산 베어스,9355,구리초
이민석,No.107,2001년 11월 01일,내야수(우투우타),182cm/88kg,강동초(해운대리틀)-센텀중-부산공고,,3000만원,22 두산 육성선수,,두산 베어스,8834,강동초
이병헌,No.29,2003년 06월 04일,투수(좌투좌타),183cm/95kg,역삼초-영동중-서울고,27000만원,13000만원,22 두산 1차,22두산,두산 베어스,8254,역삼초
이선우,No.24,2006년 04월 04일,내야수(우투좌타),182cm/80kg,일산신일초(일산서구리틀)-충암중-충암고,7000만원,3000만원,25 두산 5라운드 46순위,25두산,두산 베어스,7219,일산신일초
이승진,No.55,1995년 01월 07일,투수(우투우타),186cm/86kg,수원신곡초-매송중-야탑고-상무-SK,5000만원,4400만원,14 SK 2차 7라운드 73순위,16상무,두산 베어스,11324,수원신곡초
이영하,No.50,1997년 11월 01일,투수(우투우타),192cm/91kg,영일초-강남중-선린인터넷고,35000만원,18000만원,16 두산 1차,17두산,두산 베어스,10295,영일초
이유찬,No.13,1998년 08월 05일,내야수(우투우타),175cm/68kg,동막초-천안북중-북일고-두산-상무,6000만원,10500만원,17 두산 2차 5라운드 50순위,17두산,두산 베어스,10018,동막초
이주엽,No.43,2001년 03월 26일,투수(우투우타),188cm/90kg,서울이수초-성남중-성남고,20000만원,3000만원,20 두산 1차,20두산,두산 베어스,9054,서울이수초
임종성,No.3,2005년 03월 03일,내야수(우투우타),183cm/90kg,본리초-대구중-경북고,10000만원,3100만원,24 두산 3라운드 22순위,24두산,두산 베어스,7616,본리초
장규빈,No.44,2001년 04월 21일,포수(우투우타),186cm/98kg,갈산초-서울신월중-경기고,14000만원,3100만원,20 두산 2차 1라운드 9순위,20두산,두산 베어스,9028,갈산초
장승현,No.22,1994년 03월 07일,포수(우투우타),184cm/86kg,인천서림초-동산중-제물포고-두산-경찰,7000만원,4800만원,13 두산 4라운드 36순위,13두산,두산 베어스,11630,인천서림초
장우진,No.126,2004년 03월 20일,투수(우투우타),188cm/84kg,제주중앙초-천안북중-북일고,10000만원,3000만원,23 두산 3라운드 29순위,23두산,두산 베어스,7964,제주중앙초
잭로그,No.39,1996년 04월 23일,투수(좌투좌타),183cm/84kg,미국 Archbishop Moeller(고)-미국 Kentucky(대),100000달러,700000달러,25 두산 자유선발,25두산,두산 베어스,10852,-
전다민,No.9,2001년 08월 21일,외야수(우투좌타),177cm/75kg,길동초-청원중-설악고-강릉영동대,6000만원,3500만원,24 두산 6라운드 52순위,24두산,두산 베어스,8906,길동초
정수빈,No.31,1990년 10월 07일,외야수(좌투좌타),175cm/70kg,수원신곡초-수원북중-유신고-두산-경찰,6000만원,60000만원,09 두산 2차 5라운드 39순위,09두산,두산 베어스,12877,수원신곡초
정은재,No.102,1991년 12월 31일,투수(우투우타),192cm/92kg,화곡초-덕수중-선린인터넷고,,,,,두산 베어스,12427,화곡초
제환유,No.101,2000년 09월 30일,투수(우투좌타),183cm/76kg,둔산초-공주중-공주고,10000만원,3000만원,20 두산 2차 2라운드 19순위,20두산,두산 베어스,9231,둔산초
조수행,No.51,1993년 08월 30일,외야수(우투좌타),178cm/73kg,노암초-경포중-강릉고-건국대-두산-상무,14000만원,20000만원,16 두산 2차 1라운드 5순위,16두산,두산 베어스,11819,노암초
조제영,No.38,2001년 02월 12일,투수(우투우타),182cm/89kg,양덕초-마산중-용마고,7000만원,3000만원,20 두산 2차 4라운드 39순위,20두산,두산 베어스,9096,양덕초
주양준,No.117,2006년 04월 09일,외야수(우투우타),188cm/85kg,부산화정초(부산북구리틀)-개성중-경남고,4000만원,3000만원,25 두산 9라운드 86순위,,두산 베어스,7214,부산화정초
천현재,No.103,1999년 07월 05일,포수(우투좌타),183cm/90kg,연제초(부산남구리틀)-신정중-부경고-성균관대,,3000만원,22 두산 육성선수,,두산 베어스,9684,연제초
최민석,No.68,2006년 07월 02일,투수(우투우타),188cm/84kg,중대초-양천중-서울고,15000만원,3000만원,25 두산 2라운드 16순위,25두산,두산 베어스,7130,중대초
최세창,No.109,2001년 06월 01일,투수(우투우타),187cm/95kg,예원초-사직중-개성고,8000만원,3000만원,20 두산 2차 3라운드 29순위,20두산,두산 베어스,8987,예원초
최승용,No.28,2001년 05월 11일,투수(좌투좌타),190cm/87kg,양오초-모가중-소래고,8000만원,8500만원,21 두산 2차 2라운드 20순위,21두산,두산 베어스,9008,양오초
최우인,No.108,2002년 08월 09일,투수(우투우타),191cm/91kg,가동초-대치중-서울고,3000만원,3000만원,21 롯데 2차 8라운드 71순위,,두산 베어스,8553,가동초
최우혁,No.119,2005년 12월 02일,외야수(우투좌타),190cm/90kg,신곡초-매향중-라온고,3000만원,3000만원,25 두산 11라운드 106순위,,두산 베어스,7342,신곡초
최원준,No.61,1994년 12월 21일,투수(우언우타),182cm/91kg,수유초-신일중-신일고-동국대,18000만원,22500만원,17 두산 1차,18두산,두산 베어스,11341,수유초
최종인,No.40,2001년 05월 01일,투수(우투우타),185cm/84kg,해강초-센텀중-부산고,3000만원,3500만원,20 두산 2차 9라운드 89순위,24두산,두산 베어스,9018,해강초
최준호,No.41,2004년 06월 03일,투수(우투우타),188cm/90kg,온양온천초-온양중-북일고,20000만원,5800만원,23 두산 1라운드 9순위,23두산,두산 베어스,7889,온양온천초
최지강,No.42,2001년 07월 23일,투수(우투좌타),180cm/88kg,광주서석초-광주동성중-광주동성고-강릉영동대,,9500만원,22 두산 육성선수,22두산,두산 베어스,8935,광주서석초
추재현,No.36,1999년 02월 22일,외야수(좌투좌타),178cm/85kg,경수초(성동구리틀)-건대부중-신일고-히어로즈-키움-롯데-상무-롯데,8000만원,6000만원,18 넥센 2차 3라운드 28순위,18넥센,두산 베어스,9817,경수초
케이브,No.8,1992년 12월 04일,외야수(좌투좌타),183cm/90kg,미국 Kecoughtan(고),200000달러,800000달러,25 두산 자유선발,25두산,두산 베어스,12088,-
콜어빈,No.57,1994년 01월 31일,투수(좌투좌타),193cm/102kg,미국 Servite(고)-미국 Oregon(대),200000달러,800000달러,25 두산 자유선발,25두산,두산 베어스,11665,-
한다현,No.114,2006년 08월 25일,내야수(우투좌타),181cm/85kg,백문초-구리인창중-라온고,6000만원,3000만원,25 두산 6라운드 56순위,,두산 베어스,7076,백문초
홍건희,No.17,1992년 09월 29일,투수(우투우타),187cm/97kg,화순초-화순중-화순고-KIA-상무-KIA,14000만원,30000만원,11 KIA 2라운드 9순위,11KIA,두산 베어스,12154,화순초
홍민규,No.67,2006년 09월 11일,투수(우투좌타),183cm/87kg,서울논현초(용산구리틀)-대원중-야탑고,10000만원,3000만원,25 두산 3라운드 26순위,25두산,두산 베어스,7059,서울논현초
홍성호,No.34,1997년 07월 15일,외야수(우투좌타),187cm/98kg,인헌초-선린중-선린인터넷고,7000만원,3300만원,16 두산 2차 4라운드 36순위,16두산,두산 베어스,10404,인헌초
황희천,No.58,2006년 11월 06일,투수(좌투좌타),190cm/93kg,부산수영초-개성중-충암고,8000만원,3000만원,25 두산 4라운드 36순위,25두산,두산 베어스,7003,부산수영초
강진성,No.27,1993년 10월 19일,내야수(우투우타),176cm/89kg,가동초-잠신중-경기고-NC-경찰-NC-두산-SSG,7000만원,5500만원,12 NC 4라운드 33순위,12NC,키움 히어로즈,11769,가동초
고영우,No.44,2001년 06월 21일,내야수(우투우타),173cm/80kg,부산대연초(사상구리틀)-대동중-경남고-성균관대,7000만원,4500만원,24 키움 4라운드 39순위,24키움,키움 히어로즈,8967,부산대연초
권혁빈,No.71,2005년 11월 04일,내야수(우투우타),185cm/75kg,칠성초-경상중-대구고,5000만원,3000만원,25 키움 7라운드 61순위,25키움,키움 히어로즈,7370,칠성초
김건희,No.12,2004년 11월 07일,포수(우투우타),186cm/96kg,대전신흥초-온양중-원주고,22000만원,5200만원,23 키움 1라운드 6순위,23키움,키움 히어로즈,7732,대전신흥초
김동규,No.99,2004년 07월 09일,투수(우투우타),194cm/100kg,서울청구초-영남중-성남고-LG,13000만원,3100만원,23 LG 2라운드 17순위,23LG,키움 히어로즈,7853,서울청구초
김동엽,No.38,1990년 07월 24일,외야수(우투우타),186cm/101kg,천안남산초-천안북중-북일고-SK-삼성,,5000만원,16 SK 2차 9라운드 86순위,09시카고컵스,키움 히어로즈,12952,천안남산초
김동헌,No.47,2004년 07월 15일,포수(우투우타),182cm/91kg,영문초(영등포구리틀)-충암중-충암고,15000만원,3800만원,23 키움 2라운드 12순위,23키움,키움 히어로즈,7847,영문초
김병휘,No.23,2001년 02월 16일,내야수(우투우타),177cm/79kg,효제초-홍은중-장충고,7000만원,3500만원,20 키움 2차 4라운드 37순위,20키움,키움 히어로즈,9092,효제초
김서준,No.59,2006년 12월 22일,투수(우투좌타),187cm/83kg,고양화정초(일산서구리틀)-원당중-충훈고,22000만원,3000만원,25 키움 1라운드 7순위,25키움,키움 히어로즈,6957,고양화정초
김선기,No.49,1991년 09월 01일,투수(우투우타),187cm/98kg,석교초-세광중-세광고-상무-히어로즈,,8400만원,18 넥센 2차 1라운드 8순위,09시애틀,키움 히어로즈,12548,석교초
김성민,No.8,1994년 04월 26일,투수(좌투좌타),181cm/90kg,대구옥산초-경복중-대구상원고-일본경제대-SK-히어로즈,13000만원,11000만원,17 SK 2차 1라운드 6순위,17SK,키움 히어로즈,11580,대구옥산초
김연주,No.68,2004년 02월 27일,투수(우투우타),175cm/75kg,대전신흥초-충남중-세광고,9000만원,3800만원,24 키움 3라운드 29순위,24키움,키움 히어로즈,7986,대전신흥초
김웅빈,No.10,1996년 02월 09일,내야수(우투좌타),182cm/97kg,서라벌초-울산제일중-울산공고-히어로즈-상무,8000만원,4000만원,15 SK 2차 3라운드 27순위,16넥센,키움 히어로즈,10926,서라벌초
김윤하,No.19,2005년 03월 07일,투수(우투우타),185cm/90kg,와부초(남양주리틀)-덕수중-장충고,20000만원,4500만원,24 키움 1라운드 9순위,24키움,키움 히어로즈,7612,와부초
김인범,No.67,2000년 01월 12일,투수(우투우타),187cm/91kg,하남동부초(하남시리틀)-전라중-전주고-키움-상무,7000만원,4500만원,19 넥센 2차 4라운드 34순위,21키움,키움 히어로즈,9493,하남동부초
김재현,No.32,1993년 03월 18일,포수(우투우타),178cm/90kg,진북초-전라중-대전고-히어로즈-상무,3000만원,10000만원,12 넥센 8라운드 76순위,12넥센,키움 히어로즈,11984,진북초
김주훈,No.69,2003년 06월 25일,투수(좌투좌타),180cm/80kg,울산대현초-부산신정중-용마고-동원과학기술대,7000만원,3000만원,24 키움 5라운드 49순위,,키움 히어로즈,8233,울산대현초
김지성,No.65,2004년 05월 27일,포수(우투우타),174cm/91kg,창영초-재능중-율곡고,5000만원,3000만원,24 키움 7라운드 69순위,24키움,키움 히어로즈,7896,창영초
김태진,No.1,1995년 10월 07일,내야수(우투좌타),169cm/73kg,수유초-신일중-신일고-NC-경찰-NC-KIA,8000만원,9000만원,14 NC 2차 4라운드 45순위,14NC,키움 히어로즈,11051,수유초
로젠버그,No.22,1995년 07월 09일,투수(좌투좌타),186cm/90kg,미국 California State(대),,700000달러,25 키움 자유선발,25키움,키움 히어로즈,11141,-
박범준,No.45,2004년 05월 28일,투수(우투좌타),183cm/75kg,대전신흥초-한밭중-대전고,4000만원,3100만원,24 키움 9라운드 89순위,24키움,키움 히어로즈,7895,대전신흥초
박성빈,No.56,2004년 04월 21일,포수(우투우타),177cm/94kg,한밭초(계룡시리틀)-충남중-대전고,5000만원,3000만원,23 키움 7라운드 66순위,24키움,키움 히어로즈,7932,한밭초
박수종,No.14,1999년 02월 25일,외야수(우투우타),178cm/82kg,도신초-강남중-충암고-경성대,,4500만원,22 키움 육성선수,23키움,키움 히어로즈,9814,도신초
박승주,No.42,1994년 02월 12일,투수(우투우타),183cm/96kg,화계초-언북중-경기고-동국대-넥센,,4500만원,16 넥센 육성선수,17넥센,키움 히어로즈,11653,화계초
박승호,No.80,2005년 03월 24일,투수(우투우타),185cm/92kg,영등초(익산시리틀)-전라중-군산상일고,3000만원,3000만원,24 키움 10라운드 99순위,,키움 히어로즈,7595,영등초
박윤성,No.35,2004년 02월 08일,투수(우투우타),183cm/96kg,부산수영초-개성중-경남고,9000만원,3500만원,23 키움 3라운드 26순위,24키움,키움 히어로즈,8005,부산수영초
박정훈,No.94,2006년 03월 23일,투수(좌투좌타),192cm/103kg,삼일초-매향중-비봉고,10000만원,3000만원,25 키움 3라운드 28순위,25키움,키움 히어로즈,7231,삼일초
박주성,No.0,2000년 11월 09일,투수(우투우타),180cm/90kg,경동초(성동구리틀)-건대부중-경기고-키움-상무,15000만원,3700만원,19 넥센 1차,19키움,키움 히어로즈,9191,경동초
박주홍,No.57,2001년 04월 16일,외야수(좌투좌타),187cm/87kg,자양초(하남시리틀)-건대부중-장충고,20000만원,3700만원,20 키움 1차,20키움,키움 히어로즈,9033,자양초
박준형,No.75,1999년 03월 07일,포수(우투우타),177cm/89kg,화순초-무등중-광주제일고,5000만원,3000만원,19 넥센 2차 6라운드 54순위,24키움,키움 히어로즈,9804,화순초
박채울,No.79,2004년 11월 20일,외야수(우투우타),185cm/86kg,부평초(인천서구리틀)-재능중-충암고,4000만원,3000만원,24 키움 8라운드 79순위,,키움 히어로즈,7719,부평초
백진수,No.84,2003년 02월 15일,투수(우투우타),191cm/97kg,광주대성초-무등중-광주제일고,7000만원,3000만원,22 키움 2차 3라운드 26순위,,키움 히어로즈,8363,광주대성초
변상권,No.9,1997년 04월 04일,외야수(우투좌타),180cm/80kg,인천서림초-상인천중-제물포고-인천재능대-히어로즈-키움-상무,,5500만원,18 넥센 육성선수,20키움,키움 히어로즈,10506,인천서림초
서유신,No.98,2000년 08월 17일,내야수(우투우타),176cm/76kg,광주수창초-충장중-화순고-원광대,,3000만원,23 키움 11라운드 106순위,25키움,키움 히어로즈,9275,광주수창초
손현기,No.63,2005년 10월 22일,투수(좌투좌타),188cm/88kg,순천북초-순천이수중-전주고,12000만원,3100만원,24 키움 2라운드 19순위,24키움,키움 히어로즈,7383,순천북초
손힘찬,No.100,2002년 07월 17일,투수(우투우타),191cm/88kg,화산초(수원영통구리틀)-현도중-세광고-동아대,,1500만원,25 키움 육성선수,,키움 히어로즈,8576,화산초
송성문,No.24,1996년 08월 29일,내야수(우투좌타),183cm/88kg,봉천초(용산구리틀)-홍은중-장충고-히어로즈-키움-상무,8000만원,30000만원,15 넥센 2차 5라운드 49순위,15넥센,키움 히어로즈,10724,봉천초
송지후,No.86,2005년 01월 08일,내야수(우투우타),175cm/74kg,광주수창초-진흥중-광주제일고,5000만원,3000만원,24 키움 6라운드 59순위,24키움,키움 히어로즈,7670,광주수창초
심휘윤,No.91,2005년 05월 28일,내야수(우투우타),183cm/84kg,사당초-언북중-배재고,3000만원,3000만원,24 키움 11라운드 109순위,24키움,키움 히어로즈,7530,사당초
양경식,No.64,2001년 02월 03일,내야수(우투좌타),171cm/66kg,은봉초(인천남동구리틀)-동산중-제물포고,4000만원,3000만원,21 키움 2차 7라운드 69순위,,키움 히어로즈,9105,은봉초
양지율,No.55,1998년 12월 16일,투수(우투우타),185cm/103kg,서울청구초-홍은중-장충고,9000만원,3500만원,17 넥센 2차 2라운드 17순위,19키움,키움 히어로즈,9885,서울청구초
양현종,No.70,2006년 08월 15일,내야수(우투우타),177cm/84kg,대구옥산초-협성경복중-대구고,7000만원,3000만원,25 키움 6라운드 51순위,25키움,키움 히어로즈,7086,대구옥산초
어준서,No.92,2006년 11월 27일,내야수(우투좌타),183cm/87kg,수유초-자양중-경기고,11000만원,3000만원,25 키움 3라운드 21순위,25키움,키움 히어로즈,6982,수유초
여동욱,No.93,2005년 11월 10일,내야수(우투우타),180cm/90kg,남도초-협성경복중-대구상원고,10000만원,3000만원,25 키움 3라운드 27순위,25키움,키움 히어로즈,7364,남도초
염승원,No.39,2006년 03월 20일,내야수(우투좌타),180cm/78kg,고명초-휘문중-휘문고,16000만원,3000만원,25 키움 2라운드 11순위,,키움 히어로즈,7234,고명초
오상원,No.00,2004년 07월 21일,투수(우투우타),184cm/82kg,서울온곡초(광진구리틀)-청원중-선린인터넷고,11000만원,3200만원,23 키움 2라운드 16순위,23키움,키움 히어로즈,7841,서울온곡초
오석주,No.31,1998년 04월 14일,투수(우투우타),180cm/74kg,양정초-대천중-제주고-LG,6000만원,3900만원,17 LG 2차 6라운드 52순위,19LG,키움 히어로즈,10131,양정초
오선진,No.60,1989년 07월 07일,내야수(우투우타),178cm/80kg,화곡초-성남중-성남고-한화-상무-한화-삼성-한화-롯데,6000만원,4000만원,08 한화 2차 4라운드 26순위,08한화,키움 히어로즈,13334,화곡초
오혜성,No.83,2006년 02월 27일,투수(우투우타),181cm/85kg,서래초(인천남동구리틀)-신흥중-제물포고,3000만원,3000만원,25 키움 10라운드 91순위,,키움 히어로즈,7255,서래초
원성준,No.33,2000년 03월 31일,외야수(우투좌타),181cm/80kg,고명초-서울이수중-경기고-성균관대,,4000만원,24 키움 육성선수,24키움,키움 히어로즈,9414,고명초
